State,International plan,Voice mail plan,state_numeric,Area code,Account length,International plan_numeric,Voice mail plan numeric,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Tota all miniutes,Total all calls,Total all charges,Customer service calls,churn_numeric,Churn
MO,No,No,7,510,85,0,0,0,165.8,96,28.19,190,141,16.15,144,116,6.48,10.9,3,2.94,510.7,356,53.76,5,1,TRUE
KS,No,Yes,1,510,101,0,1,25,144.1,144,24.5,167.6,105,14.25,240,107,10.8,14.5,3,3.92,566.2,359,53.47,1,0,FALSE
KY,No,No,42,415,172,0,0,0,172.5,85,29.33,253.1,71,21.51,221.6,113,9.97,5.9,6,1.59,653.1,275,62.4,0,0,FALSE
DE,No,No,30,415,80,0,0,0,199.8,138,33.97,167.1,91,14.2,271.8,94,12.23,5.5,4,1.49,644.2,327,61.89,1,0,FALSE
WI,No,No,28,510,67,0,0,0,109.1,134,18.55,142.3,76,12.1,91.2,86,4.1,10.9,5,2.94,353.5,301,37.69,2,0,FALSE
CO,No,No,17,408,86,0,0,0,171.8,106,29.21,301.7,44,25.64,139.4,108,6.27,9.7,5,2.62,622.6,263,63.74,1,0,FALSE
NM,No,No,38,415,107,0,0,0,222.3,101,37.79,286,111,24.31,249.4,117,11.22,12.1,4,3.27,769.8,333,76.59,1,1,TRUE
DE,No,No,30,510,133,0,0,0,245.8,102,41.79,264.7,90,22.5,111.7,103,5.03,11.2,7,3.02,633.4,302,72.34,0,0,FALSE
IL,No,No,21,510,116,0,0,0,164.6,110,27.98,270.6,103,23,230.4,109,10.37,8,3,2.16,673.6,325,63.51,0,0,FALSE
WA,No,No,36,408,63,0,0,0,211.7,107,35.99,271.7,77,23.09,203.3,108,9.15,7.4,7,2,694.1,299,70.23,0,0,FALSE
MA,Yes,Yes,6,408,119,1,1,16,147.2,103,25.02,160.1,96,13.61,184,120,8.28,7.7,2,2.08,499,321,48.99,0,1,TRUE
OH,Yes,No,2,408,133,1,0,0,254.7,103,43.3,252.2,80,21.44,178.1,103,8.01,8,3,2.16,693,289,74.91,0,1,TRUE
TN,Yes,No,47,408,94,1,0,0,170.1,113,28.92,271.8,94,23.1,110.7,78,4.98,8.7,4,2.35,561.3,289,59.35,1,0,FALSE
MA,No,No,6,510,69,0,0,0,195.1,91,33.17,261.5,57,22.23,203.8,90,9.17,11.4,5,3.08,671.8,243,67.65,0,0,FALSE
MI,No,No,45,408,146,0,0,0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,494.1,317,50.15,7,1,TRUE
NH,Yes,Yes,22,408,142,1,1,25,191.1,109,32.49,149.6,120,12.72,227.8,60,10.25,9.8,3,2.65,578.3,292,58.11,0,0,FALSE
MD,No,No,26,408,123,0,0,0,206.9,115,35.17,224.4,86,19.07,197.4,60,8.88,8.3,2,2.24,637,263,65.36,3,0,FALSE
MS,No,No,44,408,101,0,0,0,239,156,40.63,273,106,23.21,278.2,93,12.52,13.5,8,3.65,803.7,363,80.01,1,1,TRUE
AZ,No,No,18,415,43,0,0,0,179.3,97,30.48,252.7,126,21.48,227.5,114,10.24,8,5,2.16,667.5,342,64.36,0,0,FALSE
IN,No,No,31,408,69,0,0,0,185.3,91,31.5,219.1,88,18.62,243.6,107,10.96,5.5,5,1.49,653.5,291,62.57,0,0,FALSE
NY,Yes,No,41,510,15,1,0,0,141.4,80,24.04,123.9,76,10.53,323.5,88,14.56,8.1,3,2.19,596.9,247,51.32,2,0,FALSE
WV,No,No,8,510,67,0,0,0,152.5,131,25.93,252.4,107,21.45,185.4,104,8.34,4.9,3,1.32,595.2,345,57.04,2,0,FALSE
NY,No,No,41,415,99,0,0,0,145.6,102,24.75,230.9,87,19.63,181.5,86,8.17,11.4,7,3.08,569.4,282,55.63,1,0,FALSE
OK,No,No,4,415,46,0,0,0,164.2,116,27.91,196.2,153,16.68,236.1,119,10.62,8.1,1,2.19,604.6,389,57.4,1,0,FALSE
NC,Yes,No,35,408,55,1,0,0,221,115,37.57,165.4,97,14.06,235.4,117,10.59,9.7,4,2.62,631.5,333,64.84,1,0,FALSE
KY,No,No,42,415,39,0,0,0,295.4,126,50.22,232.1,117,19.73,204.4,123,9.2,11.5,2,3.11,743.4,368,82.26,1,1,TRUE
TX,No,No,15,510,92,0,0,0,139.8,98,23.77,174.9,143,14.87,201.6,135,9.07,9.4,7,2.54,525.7,383,50.25,2,0,FALSE
CT,No,No,51,415,56,0,0,0,162.3,99,27.59,149.1,78,12.67,255.5,115,11.5,14.8,1,4,581.7,293,55.76,4,1,TRUE
NE,No,No,19,415,76,0,0,0,272.7,97,46.36,236.4,95,20.09,235.5,105,10.6,7.7,2,2.08,752.3,299,79.13,0,1,TRUE
HI,Yes,Yes,49,408,132,1,1,33,200.3,75,34.05,226.6,67,19.26,198.8,91,8.95,12.9,3,3.48,638.6,236,65.74,2,0,FALSE
AK,Yes,Yes,25,510,51,1,1,12,135.8,60,23.09,200.6,134,17.05,192.4,98,8.66,12.3,7,3.32,541.1,299,52.12,2,0,FALSE
SD,No,No,34,408,27,0,0,0,236.7,110,40.24,231.9,92,19.71,164.7,85,7.41,12.7,6,3.43,646,293,70.79,1,0,FALSE
ID,No,No,12,510,224,0,0,0,111.4,133,18.94,175,66,14.88,217.2,106,9.77,5.5,6,1.49,509.1,311,45.08,3,0,FALSE
OK,Yes,Yes,4,510,105,1,1,28,156.1,89,26.54,107.1,114,9.1,167.7,95,7.55,14.7,3,3.97,445.6,301,47.16,0,1,TRUE
WA,No,No,36,408,117,0,0,0,191.1,93,32.49,282.8,56,24.04,84.8,118,3.82,12,4,3.24,570.7,271,63.59,2,0,FALSE
VA,No,No,14,415,146,0,0,0,205.4,101,34.92,134.9,77,11.47,310.5,83,13.97,10.3,2,2.78,661.1,263,63.14,3,0,FALSE
WI,Yes,No,28,415,147,1,0,0,225.2,111,38.28,184.9,98,15.72,143.2,146,6.44,9.9,1,2.67,563.2,356,63.11,0,1,TRUE
IN,No,No,31,510,68,0,0,0,249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,786.5,349,78.8,2,1,TRUE
NM,No,No,38,408,68,0,0,0,131.6,89,22.37,137,109,11.65,256.3,107,11.53,10.2,5,2.75,535.1,310,48.3,3,0,FALSE
VT,No,No,13,415,159,0,0,0,275.8,103,46.89,189.5,108,16.11,223.9,93,10.08,7.4,5,2,696.6,309,75.08,2,1,TRUE
AZ,No,Yes,18,415,134,0,1,40,142.9,105,24.29,88.6,61,7.53,290,96,13.05,10.8,6,2.92,532.3,268,47.79,1,0,FALSE
VT,No,No,13,510,113,0,0,0,207.2,113,35.22,256,80,21.76,211,87,9.49,9.9,1,2.67,684.1,281,69.14,1,0,FALSE
MO,No,No,7,408,132,0,0,0,206.2,100,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,623.8,346,64.58,1,0,FALSE
NJ,Yes,Yes,3,510,93,1,1,38,225.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14,7,3.78,552.5,371,61.01,1,1,TRUE
WA,No,Yes,36,408,174,0,1,33,167.8,91,28.53,205.3,91,17.45,130,132,5.85,14.5,4,3.92,517.6,318,55.75,4,1,TRUE
NY,No,No,41,415,61,0,0,0,197.7,118,33.61,152.2,96,12.94,221,93,9.95,7,3,1.89,577.9,310,58.39,2,0,FALSE
DC,No,Yes,40,415,91,0,1,39,169.8,105,28.87,65.2,116,5.54,144.4,92,6.5,10.9,4,2.94,390.3,317,43.85,1,0,FALSE
NE,No,Yes,19,408,88,0,1,28,190.6,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65,649.3,326,64.74,2,0,FALSE
MA,No,Yes,6,408,88,0,1,45,80.3,140,13.65,153.3,101,13.03,309.2,123,13.91,12.8,3,3.46,555.6,367,44.05,2,0,FALSE
NM,No,No,38,415,182,0,0,0,69.1,114,11.75,230.3,109,19.58,256.7,96,11.55,6.5,4,1.76,562.6,323,44.64,0,0,FALSE
CO,No,No,17,408,118,0,0,0,188.8,60,32.1,217.4,64,18.48,220.1,100,9.9,8.2,7,2.21,634.5,231,62.69,4,0,FALSE
NH,No,No,22,408,103,0,0,0,150.6,125,25.6,169.1,126,14.37,221.2,104,9.95,10.4,8,2.81,551.3,363,52.73,8,1,TRUE
IL,No,No,21,510,65,0,0,0,192,89,32.64,139.5,88,11.86,187.4,102,8.43,5.5,4,1.49,524.4,283,54.42,2,0,FALSE
UT,No,Yes,32,408,61,0,1,25,163.7,78,27.83,113.2,112,9.62,134.1,118,6.03,9.9,3,2.67,420.9,311,46.15,3,0,FALSE
WV,No,No,8,415,172,0,0,0,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76,718.6,346,68.22,1,0,FALSE
NJ,No,No,3,415,72,0,0,0,175.5,103,29.84,132.3,120,11.25,242.9,96,10.93,11.8,3,3.19,562.5,322,55.21,1,0,FALSE
NM,No,No,38,510,113,0,0,0,150.1,120,25.52,200.1,85,17.01,266.7,105,12,11,3,2.97,627.9,313,57.5,2,0,FALSE
NM,No,No,38,415,67,0,0,0,215.5,102,36.64,190.7,95,16.21,214.5,106,9.65,8.6,6,2.32,629.3,309,64.82,1,0,FALSE
DE,No,No,30,415,136,0,0,0,101.7,105,17.29,202.8,99,17.24,136.2,119,6.13,9.4,6,2.54,450.1,329,43.2,3,0,FALSE
GA,No,No,24,415,71,0,0,0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,577.3,346,65.54,4,0,FALSE
HI,No,No,49,408,134,0,0,0,242.4,126,41.21,152.9,115,13,318.3,115,14.32,11.8,6,3.19,725.4,362,71.72,1,0,FALSE
NJ,No,No,3,415,84,0,0,0,190.2,102,32.33,197.7,141,16.8,247.5,102,11.14,9.8,6,2.65,645.2,351,62.92,2,0,FALSE
ME,No,No,43,408,39,0,0,0,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,564.3,312,55.04,2,0,FALSE
OK,No,No,4,510,110,0,0,0,188,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13,444.1,312,50.54,3,0,FALSE
TN,No,No,47,510,102,0,0,0,103.1,70,17.53,275,129,23.38,141.1,92,6.35,11.2,5,3.02,530.4,296,50.28,1,0,FALSE
WY,No,No,20,415,70,0,0,0,175.4,130,29.82,159.5,130,13.56,260.6,96,11.73,11.6,4,3.13,607.1,360,58.24,0,0,FALSE
NY,No,No,41,415,142,0,0,0,145.4,93,24.72,209.1,98,17.77,214,96,9.63,10.9,1,2.94,579.4,288,55.06,1,0,FALSE
RI,No,No,9,415,17,0,0,0,161.5,123,27.46,214.2,81,18.21,315,106,14.18,8.6,5,2.32,699.3,315,62.17,1,0,FALSE
PA,No,No,48,408,119,0,0,0,260.1,101,44.22,256.5,68,21.8,229.1,89,10.31,10,2,2.7,755.7,260,79.03,1,1,TRUE
MD,Yes,Yes,26,415,108,1,1,42,130.1,90,22.12,167,128,14.2,244.7,80,11.01,13.6,5,3.67,555.4,303,51,3,1,TRUE
VA,No,No,14,415,90,0,0,0,102,118,17.34,113.3,134,9.63,188.6,105,8.49,11.4,3,3.08,415.3,360,38.54,2,0,FALSE
IN,No,Yes,31,415,100,0,1,33,218.7,104,37.18,155,144,13.18,99,117,4.46,12.1,4,3.27,484.8,369,58.09,1,0,FALSE
OR,No,Yes,29,408,155,0,1,30,128.5,86,21.85,188.4,91,16.01,254.4,85,11.45,6.8,6,1.84,578.1,268,51.15,1,0,FALSE
AZ,No,No,18,510,113,0,0,0,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,543.1,306,51.67,2,1,TRUE
WI,No,No,28,415,123,0,0,0,172.2,92,29.27,162.6,76,13.82,250.3,101,11.26,8.7,4,2.35,593.8,273,56.7,1,0,FALSE
VA,No,No,14,408,145,0,0,0,199.2,124,33.86,126,86,10.71,289.2,135,13.01,7.6,3,2.05,622,348,59.63,1,0,FALSE
MO,No,No,7,415,42,0,0,0,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,673,285,63.35,2,0,FALSE
NV,No,No,39,510,125,0,0,0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,598.4,305,57.48,0,0,FALSE
HI,No,Yes,49,415,131,0,1,30,174,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,604.2,292,58.66,1,0,FALSE
WA,No,No,36,415,107,0,0,0,230.4,65,39.17,257.4,80,21.88,107.3,88,4.83,8.5,3,2.3,603.6,236,68.18,1,0,FALSE
IL,No,No,21,408,48,0,0,0,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,552.5,266,58.9,1,0,FALSE
IL,No,No,21,510,76,0,0,0,186.1,96,31.64,211.6,100,17.99,230.6,100,10.38,8,4,2.16,636.3,300,62.17,0,0,FALSE
LA,No,No,23,415,128,0,0,0,148.5,105,25.25,243,106,20.66,255.2,114,11.48,6.8,2,1.84,653.5,327,59.23,1,0,FALSE
WI,No,No,28,415,73,0,0,0,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10,8,2.7,617.4,291,60.43,0,0,FALSE
TX,No,No,15,415,52,0,0,0,155,110,26.35,133.4,104,11.34,176.1,84,7.92,7,4,1.89,471.5,302,47.5,4,1,TRUE
NC,No,No,35,415,124,0,0,0,188.5,77,32.05,182,123,15.47,218.2,127,9.82,6.1,6,1.65,594.8,333,58.99,1,0,FALSE
WA,No,No,36,408,137,0,0,0,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3,666.8,355,67.62,0,0,FALSE
MS,No,Yes,44,510,107,0,1,30,198.9,87,33.81,207,90,17.6,159.8,76,7.19,12.6,4,3.4,578.3,257,62,3,0,FALSE
KY,No,No,42,408,147,0,0,0,212.8,79,36.18,204.1,91,17.35,156.2,113,7.03,10.2,2,2.75,583.3,285,63.31,1,0,FALSE
RI,No,No,9,510,116,0,0,0,137.4,126,23.36,120,94,10.2,130.3,64,5.86,12.4,2,3.35,400.1,286,42.77,3,0,FALSE
NY,No,Yes,41,510,60,0,1,31,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,12.8,3,3.46,672.9,275,67.85,2,0,FALSE
TX,No,No,15,510,38,0,0,0,149,92,25.33,49.2,78,4.18,163.3,93,7.35,13.9,11,3.75,375.4,274,40.61,0,0,FALSE
DE,No,No,30,408,63,0,0,0,117.1,118,19.91,249.6,90,21.22,162.2,84,7.3,11.1,4,3,540,296,51.43,3,0,FALSE
NM,No,No,38,415,94,0,0,0,108,79,18.36,241.9,152,20.56,252.1,92,11.34,10.4,3,2.81,612.4,326,53.07,3,0,FALSE
RI,No,No,9,415,131,0,0,0,112.8,133,19.18,199.4,116,16.95,142.7,105,6.42,10.1,5,2.73,465,359,45.28,0,0,FALSE
MS,No,No,44,510,158,0,0,0,175.9,105,29.9,188.3,88,16.01,188.3,98,8.47,11,6,2.97,563.5,297,57.35,1,0,FALSE
NY,No,No,41,510,139,0,0,0,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3,629.9,336,67.21,1,1,TRUE
WI,No,No,28,415,140,0,0,0,129.6,79,22.03,246.2,99,20.93,172.1,124,7.74,9.4,10,2.54,557.3,312,53.24,3,0,FALSE
SD,No,Yes,34,510,52,0,1,20,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,603.8,295,54.24,1,0,FALSE
VA,No,No,14,510,103,0,0,0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13,3,3.51,601.9,320,59.51,5,0,FALSE
CO,No,Yes,17,510,85,0,1,21,283.2,110,48.14,239.7,108,20.37,149.5,80,6.73,6.3,1,1.7,678.7,299,76.94,5,0,FALSE
WA,No,No,36,408,71,0,0,0,141.2,132,24,149.1,90,12.67,171.4,72,7.71,7,2,1.89,468.7,296,46.27,2,0,FALSE
NV,No,Yes,39,415,177,0,1,27,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,10.4,2,2.81,652.1,294,68.3,1,0,FALSE
SC,Yes,No,46,415,49,1,0,0,237.8,92,40.43,208.9,119,17.76,167.8,86,7.55,15.6,6,4.21,630.1,303,69.95,2,1,TRUE
RI,Yes,No,9,510,106,1,0,0,204,84,34.68,168.5,61,14.32,164,102,7.38,13.3,3,3.59,549.8,250,59.97,3,1,TRUE
ID,No,No,12,510,60,0,0,0,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,7.4,3,2,609.8,247,63.89,1,0,FALSE
KY,No,No,42,408,43,0,0,0,177.2,93,30.12,142.6,60,12.12,314.1,144,14.13,12.7,2,3.43,646.6,299,59.8,4,0,FALSE
SD,No,No,34,415,125,0,0,0,163.8,73,27.85,255.6,85,21.73,192.9,95,8.68,15.7,4,4.24,628,257,62.5,0,0,FALSE
SC,No,Yes,46,510,114,0,1,4,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,9.4,3,2.54,604.8,272,56.21,3,0,FALSE
TN,No,No,47,415,112,0,0,0,272.5,119,46.33,226.1,94,19.22,159.1,94,7.16,16.4,5,4.43,674.1,312,77.14,3,1,TRUE
MT,No,Yes,11,408,101,0,1,16,118.9,112,20.21,228.3,97,19.41,180.1,111,8.1,8.2,5,2.21,535.5,325,49.93,2,0,FALSE
WI,No,No,28,415,70,0,0,0,7.9,100,1.34,136.4,83,11.59,156.6,89,7.05,12.1,1,3.27,313,273,23.25,0,0,FALSE
AK,No,No,25,408,59,0,0,0,159.5,96,27.12,167.2,123,14.21,138.6,106,6.24,10.2,4,2.75,475.5,329,50.32,0,0,FALSE
AZ,No,No,18,408,59,0,0,0,150.2,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,560.5,298,54.14,1,0,FALSE
DE,No,No,30,415,99,0,0,0,140.7,88,23.92,210.9,98,17.93,229.9,125,10.35,12.4,4,3.35,593.9,315,55.55,2,0,FALSE
VA,No,No,14,510,150,0,0,0,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,578,316,58.66,1,0,FALSE
MA,No,No,6,510,81,0,0,0,220.8,77,37.54,148.5,87,12.62,183.9,100,8.28,7.6,3,2.05,560.8,267,60.49,2,0,FALSE
IN,No,No,31,510,86,0,0,0,216.3,96,36.77,266.3,77,22.64,214,110,9.63,4.5,3,1.22,701.1,286,70.26,0,0,FALSE
MD,No,No,26,510,84,0,0,0,169.5,96,28.82,157.6,94,13.4,98.2,70,4.42,10.6,7,2.86,435.9,267,49.5,0,0,FALSE
NV,No,Yes,39,510,118,0,1,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,741.6,341,78.37,1,0,FALSE
CO,No,No,17,415,89,0,0,0,179.7,128,30.55,299.8,92,25.48,185.3,120,8.34,7.6,3,2.05,672.4,343,66.42,1,0,FALSE
KS,No,No,1,415,93,0,0,0,266,120,45.22,130.1,84,11.06,165.8,63,7.46,13.1,6,3.54,575,273,67.28,3,0,FALSE
AR,No,No,27,415,85,0,0,0,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,471.9,283,43.26,2,0,FALSE
WY,No,No,20,408,160,0,0,0,82.7,116,14.06,194.6,95,16.54,159,54,7.15,10.9,9,2.94,447.2,274,40.69,0,0,FALSE
PA,No,No,48,415,28,0,0,0,168.2,87,28.59,161.7,92,13.74,192.4,112,8.66,10.1,3,2.73,532.4,294,53.72,3,0,FALSE
TX,No,No,15,408,73,0,0,0,286.4,109,48.69,178.2,67,15.15,214.2,152,9.64,10.7,14,2.89,689.5,342,76.37,1,1,TRUE
NY,No,No,41,408,156,0,0,0,174.3,95,29.63,186.6,128,15.86,258.2,105,11.62,12.9,5,3.48,632,333,60.59,3,0,FALSE
OR,Yes,No,29,415,33,1,0,0,190.6,100,32.4,161.7,104,13.74,189.9,136,8.55,13,6,3.51,555.2,346,58.2,1,0,FALSE
CA,No,No,33,510,77,0,0,0,175.5,86,29.84,205.1,78,17.43,245.2,100,11.03,17.8,3,4.81,643.6,267,63.11,4,0,FALSE
NY,No,No,41,415,119,0,0,0,133.4,102,22.68,204.6,71,17.39,196.9,103,8.86,11.1,7,3,546,283,51.93,1,0,FALSE
AR,No,Yes,27,510,91,0,1,27,204.6,96,34.78,136,93,11.56,210.5,82,9.47,6.6,2,1.78,557.7,273,57.59,3,0,FALSE
MI,No,No,45,510,102,0,0,0,242.2,88,41.17,233.2,89,19.82,188.5,121,8.48,6.2,6,1.67,670.1,304,71.14,3,0,FALSE
OK,No,Yes,4,415,86,0,1,33,253.1,112,43.03,210.1,94,17.86,95,98,4.27,11.9,4,3.21,570.1,308,68.37,3,0,FALSE
TX,No,No,15,415,82,0,0,0,130,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,502.3,307,48.13,0,0,FALSE
NC,No,No,35,408,89,0,0,0,105.9,151,18,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,479.1,367,45.24,0,0,FALSE
ID,No,No,12,415,86,0,0,0,194.2,98,33.01,193.8,95,16.47,192,123,8.64,9.3,7,2.51,589.3,323,60.63,3,0,FALSE
OR,No,No,29,415,92,0,0,0,196.5,82,33.41,190,89,16.15,163.2,99,7.34,10.8,2,2.92,560.5,272,59.82,2,0,FALSE
SD,No,No,34,510,87,0,0,0,184.5,81,31.37,172,103,14.62,183.4,96,8.25,13.7,3,3.7,553.6,283,57.94,3,0,FALSE
NE,No,No,19,408,64,0,0,0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73,569,290,67.37,0,0,FALSE
RI,No,No,9,510,80,0,0,0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,649.2,302,66.99,3,0,FALSE
MD,No,Yes,26,415,165,0,1,39,167.4,113,28.46,172.7,94,14.68,192.6,113,8.67,9.5,4,2.57,542.2,324,54.38,3,0,FALSE
ID,No,Yes,12,415,153,0,1,22,167.7,104,28.51,246.8,91,20.98,203.9,117,9.18,7.5,11,2.03,625.9,323,60.7,1,0,FALSE
SD,No,No,34,415,108,0,0,0,240.2,78,40.83,230.3,109,19.58,217,83,9.76,5.2,1,1.4,692.7,271,71.57,2,0,FALSE
NY,No,Yes,41,415,104,0,1,26,189.1,112,32.15,178.2,97,15.15,199.3,104,8.97,11.1,4,3,577.7,317,59.27,1,0,FALSE
DE,No,No,30,408,115,0,0,0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,494.1,256,47.9,1,0,FALSE
OK,No,No,4,415,87,0,0,0,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,13.4,3,3.62,507.6,306,55.49,1,0,FALSE
IN,No,No,31,510,119,0,0,0,154.5,129,26.27,193.6,87,16.46,180.9,145,8.14,13.4,3,3.62,542.4,364,54.49,2,0,FALSE
NV,No,No,39,415,69,0,0,0,153.7,109,26.13,194,105,16.49,256.1,114,11.52,14.1,6,3.81,617.9,334,57.95,1,0,FALSE
SD,No,No,34,510,93,0,0,0,328.1,106,55.78,151.7,89,12.89,303.5,114,13.66,8.7,3,2.35,792,312,84.68,1,1,TRUE
OK,Yes,No,4,415,154,1,0,0,145.9,69,24.8,208.2,141,17.7,180.9,106,8.14,14.4,10,3.89,549.4,326,54.53,0,1,TRUE
KS,No,Yes,1,415,57,0,1,37,201.2,76,34.2,280.1,122,23.81,154.2,110,6.94,11.8,1,3.19,647.3,309,68.14,1,0,FALSE
IA,No,No,10,510,130,0,0,0,139.1,72,23.65,246,112,20.91,207.2,121,9.32,11.4,9,3.08,603.7,314,56.96,5,0,FALSE
NJ,No,No,3,415,151,0,0,0,118.9,128,20.21,278.3,65,23.66,194.8,61,8.77,13.2,10,3.56,605.2,264,56.2,2,0,FALSE
NJ,No,No,3,408,162,0,0,0,217.6,87,36.99,279,71,23.72,250.7,65,11.28,10.4,4,2.81,757.7,227,74.8,2,1,TRUE
MT,No,No,11,415,60,0,0,0,145,133,24.65,209.1,92,17.77,328.5,112,14.78,14.6,2,3.94,697.2,339,61.14,1,0,FALSE
IA,No,No,10,510,81,0,0,0,203.5,89,34.6,289.6,69,24.62,212.9,71,9.58,8.7,3,2.35,714.7,232,71.15,3,0,FALSE
TX,No,No,15,408,136,0,0,0,269.8,106,45.87,228.8,101,19.45,257.5,106,11.59,10.1,8,2.73,766.2,321,79.64,1,1,TRUE
MS,No,Yes,44,415,121,0,1,21,126.3,84,21.47,209.6,102,17.82,192.5,129,8.66,10.6,2,2.86,539,317,50.81,1,0,FALSE
IA,No,Yes,10,510,105,0,1,15,88.1,125,14.98,175.9,142,14.95,269.9,85,12.15,9.7,1,2.62,543.6,353,44.7,2,0,FALSE
WI,No,Yes,28,415,105,0,1,34,218.5,61,37.15,196.7,74,16.72,151.1,103,6.8,9.9,4,2.67,576.2,242,63.34,2,0,FALSE
MT,No,Yes,11,415,51,0,1,26,236.8,61,40.26,263.4,97,22.39,181.1,91,8.15,11.2,8,3.02,692.5,257,73.82,1,0,FALSE
GA,No,No,24,408,64,0,0,0,124.1,117,21.1,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73,486.2,314,46.55,3,0,FALSE
MT,Yes,Yes,11,510,80,1,1,30,184.2,132,31.31,167.5,109,14.24,212.8,114,9.58,10,10,2.7,574.5,365,57.83,0,0,FALSE
ND,No,No,50,415,56,0,0,0,222.7,133,37.86,277,89,23.55,101.8,94,4.58,13.6,4,3.67,615.1,320,69.66,4,0,FALSE
VT,No,No,13,415,120,0,0,0,149.2,98,25.36,193.6,88,16.46,248.9,119,11.2,11.1,5,3,602.8,310,56.02,1,0,FALSE
SD,No,No,34,510,103,0,0,0,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29,619.5,337,63.65,3,0,FALSE
OH,No,Yes,2,510,164,0,1,27,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,582.2,351,55.07,3,0,FALSE
OH,No,Yes,2,415,116,0,1,27,204.7,118,34.8,209.4,91,17.8,212.9,67,9.58,7,2,1.89,634,278,64.07,2,0,FALSE
MT,No,No,11,408,121,0,0,0,213.2,79,36.24,120.7,116,10.26,244.4,102,11,7.5,4,2.03,585.8,301,59.53,1,0,FALSE
NV,No,No,39,415,183,0,0,0,116.7,92,19.84,213.8,112,18.17,214.3,112,9.64,9.7,6,2.62,554.5,322,50.27,2,0,FALSE
UT,No,No,32,408,104,0,0,0,263.4,101,44.78,235.5,117,20.02,102,146,4.59,13,4,3.51,613.9,368,72.9,0,0,FALSE
NH,No,No,22,408,90,0,0,0,140.2,97,23.83,213.9,102,18.18,120,126,5.4,7.1,2,1.92,481.2,327,49.33,1,0,FALSE
LA,No,No,23,415,82,0,0,0,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,13.5,3,3.65,480.9,290,54.5,1,0,FALSE
NY,No,Yes,41,415,9,0,1,16,88.5,87,15.05,178.8,108,15.2,228.7,96,10.29,11.5,3,3.11,507.5,294,43.65,2,0,FALSE
CT,No,No,51,415,97,0,0,0,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27,749.6,263,73.06,0,0,FALSE
MI,No,Yes,45,510,127,0,1,25,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,7.3,5,1.97,703.3,276,69.45,0,0,FALSE
SD,No,Yes,34,510,125,0,1,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,618.5,325,72.59,0,0,FALSE
ME,No,No,43,415,140,0,0,0,159.1,104,27.05,269.8,106,22.93,220.4,116,9.92,10.3,4,2.78,659.6,330,62.68,1,0,FALSE
